2024-11-03 15:29:41.265 - INFO    - MainThread - client.py:204 [connectAsync] - Connecting to 127.0.0.1:7497 with clientId 15938...
2024-11-03 15:29:41.267 - INFO    - MainThread - client.py:212 [connectAsync] - Connected
2024-11-03 15:29:41.273 - INFO    - MainThread - client.py:341 [_onSocketHasData] - Logged on to server version 178
2024-11-03 15:29:41.285 - INFO    - MainThread - client.py:218 [connectAsync] - API connection ready
2024-11-03 15:29:41.287 - INFO    - MainThread - wrapper.py:1213 [error] - Warning 2104, reqId -1: Market data farm connection is OK:hfarm
2024-11-03 15:29:41.288 - INFO    - MainThread - wrapper.py:1213 [error] - Warning 2104, reqId -1: Market data farm connection is OK:cashfarm
2024-11-03 15:29:41.291 - INFO    - MainThread - wrapper.py:1213 [error] - Warning 2104, reqId -1: Market data farm connection is OK:usfarm.nj
2024-11-03 15:29:41.292 - INFO    - MainThread - wrapper.py:1213 [error] - Warning 2104, reqId -1: Market data farm connection is OK:usfarm
2024-11-03 15:29:41.292 - INFO    - MainThread - wrapper.py:1213 [error] - Warning 2106, reqId -1: HMDS data farm connection is OK:euhmds
2024-11-03 15:29:41.293 - INFO    - MainThread - wrapper.py:1213 [error] - Warning 2106, reqId -1: HMDS data farm connection is OK:apachmds
2024-11-03 15:29:41.293 - INFO    - MainThread - wrapper.py:1213 [error] - Warning 2106, reqId -1: HMDS data farm connection is OK:fundfarm
2024-11-03 15:29:41.293 - INFO    - MainThread - wrapper.py:1213 [error] - Warning 2106, reqId -1: HMDS data farm connection is OK:ushmds
2024-11-03 15:29:41.294 - INFO    - MainThread - wrapper.py:1213 [error] - Warning 2158, reqId -1: Sec-def data farm connection is OK:secdefhk
2024-11-03 15:29:41.750 - INFO    - MainThread - ibstore_insync.py:2751 [connectAsync] - Synchronization complete
2024-11-03 15:29:44.331 - ERROR   - MainThread - wrapper.py:1215 [error] - Error 321, reqId 5: Error validating request.-'bK' : cause - End date not supported with live updates, contract: Contract(secType='STK', conId=208813720, symbol='GOOG', exchange='SMART', primaryExchange='ISLAND', currency='USD', localSymbol='GOOG', tradingClass='NMS')
