2024-10-27 18:19:15.235 - INFO    - MainThread - client.py:204 [connectAsync] - Connecting to 127.0.0.1:7497 with clientId 50924...
2024-10-27 18:19:15.237 - INFO    - MainThread - client.py:212 [connectAsync] - Connected
2024-10-27 18:19:15.245 - INFO    - MainThread - client.py:341 [_onSocketHasData] - Logged on to server version 176
2024-10-27 18:19:15.247 - INFO    - MainThread - wrapper.py:1111 [error] - Warning 2104, reqId -1: Market data farm connection is OK:hfarm
2024-10-27 18:19:15.248 - INFO    - MainThread - wrapper.py:1111 [error] - Warning 2104, reqId -1: Market data farm connection is OK:usfuture
2024-10-27 18:19:15.248 - INFO    - MainThread - wrapper.py:1111 [error] - Warning 2104, reqId -1: Market data farm connection is OK:usfarm
2024-10-27 18:19:15.248 - INFO    - MainThread - wrapper.py:1111 [error] - Warning 2106, reqId -1: HMDS data farm connection is OK:apachmds
2024-10-27 18:19:15.248 - INFO    - MainThread - wrapper.py:1111 [error] - Warning 2106, reqId -1: HMDS data farm connection is OK:ushmds
2024-10-27 18:19:15.248 - INFO    - MainThread - wrapper.py:1111 [error] - Warning 2158, reqId -1: Sec-def data farm connection is OK:secdefhk
2024-10-27 18:19:15.248 - INFO    - MainThread - client.py:218 [connectAsync] - API connection ready
2024-10-27 18:19:15.655 - INFO    - MainThread - ib.py:1789 [connectAsync] - Synchronization complete
2024-10-27 18:19:20.899 - INFO    - MainThread - ib.py:290 [disconnect] - Disconnecting from 127.0.0.1:7497, 121 B sent in 8 messages, 20.6 kB received in 439 messages, session time 5.67 s.
2024-10-27 18:19:20.899 - INFO    - MainThread - client.py:230 [disconnect] - Disconnecting
