date,open,high,low,close,volume,average,barCount
2016-08-21 17:15:00-04:00,1.040725,1.041755,1.039535,1.03963,-1.0,-1.0,-1
2016-08-21 20:00:00-04:00,1.03963,1.040305,1.036845,1.037195,-1.0,-1.0,-1
2016-08-22 00:00:00-04:00,1.037195,1.0384,1.036465,1.036925,-1.0,-1.0,-1
2016-08-22 04:00:00-04:00,1.036925,1.039475,1.036385,1.038395,-1.0,-1.0,-1
2016-08-22 08:00:00-04:00,1.038395,1.04047,1.03786,1.038765,-1.0,-1.0,-1
2016-08-22 12:00:00-04:00,1.038765,1.04022,1.038765,1.039825,-1.0,-1.0,-1
2016-08-22 16:00:00-04:00,1.039825,1.03992,1.03904,1.03904,-1.0,-1.0,-1
2016-08-22 17:15:00-04:00,1.03925,1.039725,1.038185,1.038235,-1.0,-1.0,-1
2016-08-22 20:00:00-04:00,1.038235,1.04015,1.03818,1.03912,-1.0,-1.0,-1
2016-08-23 00:00:00-04:00,1.03912,1.04234,1.039025,1.0416,-1.0,-1.0,-1
2016-08-23 04:00:00-04:00,1.0416,1.04211,1.038835,1.04078,-1.0,-1.0,-1
2016-08-23 08:00:00-04:00,1.04078,1.0414,1.039165,1.039175,-1.0,-1.0,-1
2016-08-23 12:00:00-04:00,1.039175,1.04011,1.03803,1.03853,-1.0,-1.0,-1
2016-08-23 16:00:00-04:00,1.03853,1.0386,1.038115,1.038115,-1.0,-1.0,-1
2016-08-23 17:15:00-04:00,1.038085,1.0388,1.037685,1.03795,-1.0,-1.0,-1
2016-08-23 20:00:00-04:00,1.03795,1.03866,1.03688,1.037785,-1.0,-1.0,-1
2016-08-24 00:00:00-04:00,1.037785,1.038555,1.0367,1.037615,-1.0,-1.0,-1
2016-08-24 04:00:00-04:00,1.037615,1.03882,1.03299,1.0347,-1.0,-1.0,-1
2016-08-24 08:00:00-04:00,1.0347,1.03502,1.03264,1.033775,-1.0,-1.0,-1
2016-08-24 12:00:00-04:00,1.033775,1.035155,1.033475,1.033945,-1.0,-1.0,-1
2016-08-24 16:00:00-04:00,1.033945,1.034335,1.03385,1.03415,-1.0,-1.0,-1
2016-08-24 17:15:00-04:00,1.034075,1.03453,1.033335,1.033775,-1.0,-1.0,-1
2016-08-24 20:00:00-04:00,1.033775,1.034945,1.033655,1.03413,-1.0,-1.0,-1
2016-08-25 00:00:00-04:00,1.03413,1.03603,1.03412,1.035685,-1.0,-1.0,-1
2016-08-25 04:00:00-04:00,1.035685,1.037215,1.03485,1.03519,-1.0,-1.0,-1
2016-08-25 08:00:00-04:00,1.03519,1.03562,1.032275,1.03249,-1.0,-1.0,-1
2016-08-25 12:00:00-04:00,1.03249,1.033495,1.03223,1.033075,-1.0,-1.0,-1
2016-08-25 16:00:00-04:00,1.033075,1.03352,1.03282,1.03342,-1.0,-1.0,-1
2016-08-25 17:15:00-04:00,1.03338,1.03456,1.03266,1.03382,-1.0,-1.0,-1
2016-08-25 20:00:00-04:00,1.03382,1.034545,1.03369,1.034235,-1.0,-1.0,-1
2016-08-26 00:00:00-04:00,1.034235,1.036415,1.034175,1.03456,-1.0,-1.0,-1
2016-08-26 04:00:00-04:00,1.03456,1.035945,1.033285,1.0337,-1.0,-1.0,-1
2016-08-26 08:00:00-04:00,1.0337,1.038265,1.02774,1.028895,-1.0,-1.0,-1
2016-08-26 12:00:00-04:00,1.028895,1.029095,1.02114,1.0222,-1.0,-1.0,-1
2016-08-26 16:00:00-04:00,1.0222,1.022495,1.022015,1.022325,-1.0,-1.0,-1
2016-08-28 17:15:00-04:00,1.02222,1.022845,1.021715,1.02257,-1.0,-1.0,-1
2016-08-28 20:00:00-04:00,1.02257,1.02363,1.021755,1.02333,-1.0,-1.0,-1
2016-08-29 00:00:00-04:00,1.02333,1.02407,1.021035,1.023145,-1.0,-1.0,-1
2016-08-29 04:00:00-04:00,1.023145,1.023735,1.020985,1.02123,-1.0,-1.0,-1
2016-08-29 08:00:00-04:00,1.02123,1.022415,1.019705,1.02231,-1.0,-1.0,-1
2016-08-29 12:00:00-04:00,1.02231,1.02371,1.021305,1.022135,-1.0,-1.0,-1
2016-08-29 16:00:00-04:00,1.022135,1.02226,1.021945,1.022245,-1.0,-1.0,-1
2016-08-29 17:15:00-04:00,1.02243,1.022975,1.021505,1.022565,-1.0,-1.0,-1
2016-08-29 20:00:00-04:00,1.022565,1.022565,1.019505,1.01991,-1.0,-1.0,-1
2016-08-30 00:00:00-04:00,1.01991,1.0216,1.01912,1.02114,-1.0,-1.0,-1
2016-08-30 04:00:00-04:00,1.02114,1.021715,1.019815,1.019845,-1.0,-1.0,-1
2016-08-30 08:00:00-04:00,1.019845,1.020345,1.016915,1.01813,-1.0,-1.0,-1
2016-08-30 12:00:00-04:00,1.01813,1.018675,1.015785,1.016455,-1.0,-1.0,-1
2016-08-30 16:00:00-04:00,1.016455,1.016775,1.01621,1.016365,-1.0,-1.0,-1
2016-08-30 17:15:00-04:00,1.01671,1.01729,1.0164,1.017155,-1.0,-1.0,-1
2016-08-30 20:00:00-04:00,1.017155,1.01793,1.016135,1.017355,-1.0,-1.0,-1
2016-08-31 00:00:00-04:00,1.017355,1.018035,1.015565,1.01573,-1.0,-1.0,-1
2016-08-31 04:00:00-04:00,1.01573,1.017745,1.01531,1.016015,-1.0,-1.0,-1
2016-08-31 08:00:00-04:00,1.016015,1.018395,1.013855,1.01715,-1.0,-1.0,-1
2016-08-31 12:00:00-04:00,1.01715,1.01856,1.01644,1.016725,-1.0,-1.0,-1
2016-08-31 16:00:00-04:00,1.016725,1.016865,1.016305,1.016425,-1.0,-1.0,-1
2016-08-31 17:15:00-04:00,1.016555,1.01697,1.01624,1.016505,-1.0,-1.0,-1
2016-08-31 20:00:00-04:00,1.016505,1.017435,1.01629,1.01685,-1.0,-1.0,-1
2016-09-01 00:00:00-04:00,1.01685,1.01694,1.011645,1.011725,-1.0,-1.0,-1
2016-09-01 04:00:00-04:00,1.011725,1.016635,1.01165,1.015595,-1.0,-1.0,-1
2016-09-01 08:00:00-04:00,1.015595,1.021945,1.013695,1.021235,-1.0,-1.0,-1
2016-09-01 12:00:00-04:00,1.021235,1.021855,1.019805,1.020995,-1.0,-1.0,-1
2016-09-01 16:00:00-04:00,1.020995,1.02103,1.020125,1.020275,-1.0,-1.0,-1
2016-09-01 17:15:00-04:00,1.020475,1.02075,1.019965,1.020525,-1.0,-1.0,-1
2016-09-01 20:00:00-04:00,1.020525,1.020765,1.01995,1.02043,-1.0,-1.0,-1
2016-09-02 00:00:00-04:00,1.02043,1.02126,1.019145,1.02027,-1.0,-1.0,-1
2016-09-02 04:00:00-04:00,1.02027,1.021585,1.01951,1.020895,-1.0,-1.0,-1
2016-09-02 08:00:00-04:00,1.020895,1.026785,1.01838,1.019865,-1.0,-1.0,-1
2016-09-02 12:00:00-04:00,1.019865,1.0208,1.01928,1.020115,-1.0,-1.0,-1
2016-09-02 16:00:00-04:00,1.020115,1.02037,1.019915,1.01999,-1.0,-1.0,-1
2016-09-04 17:15:00-04:00,1.020485,1.02057,1.019795,1.020245,-1.0,-1.0,-1
2016-09-04 20:00:00-04:00,1.020245,1.021265,1.019975,1.021205,-1.0,-1.0,-1
2016-09-05 00:00:00-04:00,1.021205,1.02271,1.02089,1.02266,-1.0,-1.0,-1
2016-09-05 04:00:00-04:00,1.02266,1.023285,1.020805,1.021615,-1.0,-1.0,-1
2016-09-05 08:00:00-04:00,1.021615,1.02169,1.01895,1.020375,-1.0,-1.0,-1
2016-09-05 12:00:00-04:00,1.020375,1.020705,1.02035,1.02053,-1.0,-1.0,-1
2016-09-05 16:00:00-04:00,1.02053,1.020725,1.02048,1.020725,-1.0,-1.0,-1
2016-09-05 17:15:00-04:00,1.020525,1.020755,1.01987,1.02027,-1.0,-1.0,-1
2016-09-05 20:00:00-04:00,1.02027,1.02083,1.019285,1.02053,-1.0,-1.0,-1
2016-09-06 00:00:00-04:00,1.02053,1.02179,1.01954,1.02013,-1.0,-1.0,-1
2016-09-06 04:00:00-04:00,1.02013,1.02227,1.01989,1.021885,-1.0,-1.0,-1
2016-09-06 08:00:00-04:00,1.021885,1.02971,1.02054,1.028865,-1.0,-1.0,-1
2016-09-06 12:00:00-04:00,1.028865,1.031625,1.02868,1.031135,-1.0,-1.0,-1
2016-09-06 16:00:00-04:00,1.031135,1.03152,1.031075,1.031235,-1.0,-1.0,-1
2016-09-06 17:15:00-04:00,1.03121,1.03138,1.030075,1.030645,-1.0,-1.0,-1
2016-09-06 20:00:00-04:00,1.030645,1.03226,1.029905,1.03189,-1.0,-1.0,-1
2016-09-07 00:00:00-04:00,1.03189,1.03302,1.030785,1.031365,-1.0,-1.0,-1
2016-09-07 04:00:00-04:00,1.031365,1.033315,1.031205,1.0317,-1.0,-1.0,-1
2016-09-07 08:00:00-04:00,1.0317,1.034155,1.03062,1.03073,-1.0,-1.0,-1
2016-09-07 12:00:00-04:00,1.03073,1.03164,1.030245,1.0311,-1.0,-1.0,-1
2016-09-07 16:00:00-04:00,1.0311,1.03131,1.03079,1.031025,-1.0,-1.0,-1
2016-09-07 17:15:00-04:00,1.031075,1.031465,1.03094,1.03111,-1.0,-1.0,-1
2016-09-07 20:00:00-04:00,1.03111,1.032645,1.03071,1.031975,-1.0,-1.0,-1
2016-09-08 00:00:00-04:00,1.031975,1.03258,1.030835,1.03166,-1.0,-1.0,-1
2016-09-08 04:00:00-04:00,1.03166,1.03612,1.03158,1.03393,-1.0,-1.0,-1
2016-09-08 08:00:00-04:00,1.03393,1.03634,1.027945,1.0282,-1.0,-1.0,-1
2016-09-08 12:00:00-04:00,1.0282,1.02873,1.026915,1.02792,-1.0,-1.0,-1
2016-09-08 16:00:00-04:00,1.02792,1.02828,1.027855,1.028195,-1.0,-1.0,-1
2016-09-08 17:15:00-04:00,1.028195,1.02915,1.02809,1.028915,-1.0,-1.0,-1
2016-09-08 20:00:00-04:00,1.028915,1.029635,1.0284,1.02911,-1.0,-1.0,-1
2016-09-09 00:00:00-04:00,1.02911,1.029825,1.027435,1.027435,-1.0,-1.0,-1
2016-09-09 04:00:00-04:00,1.027435,1.028085,1.02602,1.02704,-1.0,-1.0,-1
2016-09-09 08:00:00-04:00,1.02704,1.02782,1.021995,1.02361,-1.0,-1.0,-1
2016-09-09 12:00:00-04:00,1.02361,1.025535,1.022845,1.025115,-1.0,-1.0,-1
2016-09-09 16:00:00-04:00,1.025115,1.025495,1.024945,1.025055,-1.0,-1.0,-1
2016-09-11 17:15:00-04:00,1.02561,1.02587,1.02517,1.02572,-1.0,-1.0,-1
2016-09-11 20:00:00-04:00,1.02572,1.026185,1.024525,1.02502,-1.0,-1.0,-1
2016-09-12 00:00:00-04:00,1.02502,1.02763,1.024245,1.02667,-1.0,-1.0,-1
2016-09-12 04:00:00-04:00,1.02667,1.0273,1.02437,1.026645,-1.0,-1.0,-1
2016-09-12 08:00:00-04:00,1.026645,1.02814,1.025515,1.02706,-1.0,-1.0,-1
2016-09-12 12:00:00-04:00,1.02706,1.03194,1.026695,1.02865,-1.0,-1.0,-1
2016-09-12 16:00:00-04:00,1.02865,1.028905,1.028345,1.02884,-1.0,-1.0,-1
2016-09-12 17:15:00-04:00,1.029,1.0295,1.028435,1.02929,-1.0,-1.0,-1
2016-09-12 20:00:00-04:00,1.02929,1.02938,1.02805,1.029105,-1.0,-1.0,-1
2016-09-13 00:00:00-04:00,1.029105,1.02939,1.027075,1.02797,-1.0,-1.0,-1
